"Order_ID
(internal use)",vorder,var_code,Dataset name,Sweep / Year / Age,Area,Topic,"Collection 
Instrument","Questionnaire 
- general section","Questionnaire
- subsection/ scale",CAPI code,Respondent,About whom,Derived variable,Variable label,Value labels,Variable name,"Requested
(y = yes)","Research Purpose
(e = exposure,
c = confounder,
o = outcome)","Newly Requested (Amendment)
(y = yes)"
14919,166,611.136,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,SCWA,Cohort Member,Cohort Member,Yes,EducMotGrid: How often do you feel school is a waste of time?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCSCWA00,,,
14920,167,611.137,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,MNWO,Cohort Member,Cohort Member,Yes,"EducMotGrid: How often difficult to keep mind on work at school? [NCDS, BCS]",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCMNWO00,,,
14921,168,611.138,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,MISB,Cohort Member,Cohort Member,Yes,How often does CM misbehave in lessons  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCMISB00,,,
14922,169,611.139,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,MISO,Cohort Member,Cohort Member,Yes,How often do other pupils misbehave in lessons  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCMISO00,,,
14923,170,611.14,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,TRUA,Cohort Member,Cohort Member,Yes,Has CM missed school without parents' permission,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCTRUA00,,,
14924,171,611.141,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,TRUF,Cohort Member,Cohort Member,Yes,How often does CM miss school without permission,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) 2 to 3 times a week     (3.0) Once a week     (4.0) Once a month    (5.0) Less often than once a month    (6.0) Once    ,FCTRUF00,,,
14925,172,611.142,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,ATQL,Cohort Member,Cohort Member,Yes,Needs qualifications to get a job worth having  ,(-1.0) Not applicable  (1.0) Strongly agree  (2.0) Agree   (3.0) Disagree        (4.0) Strongly disagree       (5.0) Don't know/Don't wish to answer ,FCATQL00,,,
14926,173,611.143,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,STYY,Cohort Member,Cohort Member,Yes,How likely is it CM will remain in education at the end of year 11? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCSTYY00,,,
14927,174,611.146,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,STYN,Cohort Member,Cohort Member,Yes,Main reason CM will not remain in full time education (A)   ,(-1.0) Not applicable  (1.0) I / my family need the money  so I wou (2.0) I would prefer to get a job / start a c (3.0) Staying on in education will not help m (4.0) I`m not interested in continuing educat (5.0) I want to start a family        (6.0) Parent(s) / relatives recommend that I  (7.0) Because my friends plan to leave after  (8.0) It is too early to decide whether I wou (9.0) Other (PLEASE WRITE IN) (10.0) Don`t know      (11.0) Dont want to answer / Refused  (12.0) No answer       (13.0) Vague irrelevant answer (14.0) I do think I will stay on in education  (15.0) Unexpected / random occurrences that wo (16.0) I won`t get grades / not smart enough / (17.0) Travel / move abroad    (18.0) I will get an apprenticeship    (19.0) Religious reasons       (20.0) It`s not necessary to stay on for the j ,FCSTYN00,,,
14928,175,611.147,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,STYU,Cohort Member,Cohort Member,Yes,How likely is it CM will go to university? (Scale 0-100%)   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCSTYU00,,,
14929,176,611.151,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,Identity_intro,Cohort Member,Cohort Member,Yes,Identity entry flag ,(-1.0) Not applicable  (0.0) Not answered    (1.0) Answered        ,FCINTROE,,,
14930,177,611.157,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Religion,,,,RELE,Cohort Member,Cohort Member,Yes,Respondent s religion (A) [England],"(-1.0) Not applicable  (1.0) No religion     (2.0) Christian (including Church of England, (3.0) Buddhist        (4.0) Hindu   (5.0) Jewish  (6.0) Muslim  (7.0) Sikh    (8.0) Any other religion (PLEASE WRITE IN)    (9.0) Don`t know      (10.0) Refused (11.0) Vague irrelevant answer ",FCRELE00,,,
14931,178,611.16,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Religion,,,,RELW,Cohort Member,Cohort Member,Yes,Respondent s religion (A) [Wales],(-1.0) Not applicable  (1.0) No religion     (2.0) Christian (all denominations)   (3.0) Buddhist        (4.0) Hindu   (5.0) Jewish  (6.0) Muslim  (7.0) Sikh    (8.0) Any other religion  (PLEASE WRITE IN)   (9.0) Don`t know      (10.0) Refused (11.0) Vague irrelevant answer ,FCRELW00,,,
14932,179,611.163,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Religion,,,,RELS,Cohort Member,Cohort Member,Yes,Respondent s religion (A) [Scotland],(-1.0) Not applicable  (1.0) None    (2.0) Church of Scotland      (3.0) Roman Catholic  (4.0) Other Christian (5.0) Muslim  (6.0) Buddhist        (7.0) Sikh    (8.0) Jewish  (9.0) Hindu   (10.0) Another religion or body (PLEASE WRITE  (11.0) Don`t know      (12.0) Refused (13.0) Vague irrelevant answer ,FCRELS00,,,
14933,180,611.166,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Religion,,,,RELN,Cohort Member,Cohort Member,Yes,Respondent s religion (A) [Northern Ireland],(-1.0) Not applicable (1.0) Roman Catholic  (2.0) Presbyterian Church     (3.0) Church of Ireland       (4.0) Methodist Church        (5.0) Any other religion      (6.0) None    (7.0) Dont know       (8.0) Refused ,FCRELN00,,,
14934,181,,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Ethnic group,,,,,Cohort Member,Cohort Member,Yes,Ethnic group (A) [England]   [counts less than 20 recoded],(-1.0) Not applicable  (1.0) White - English/Welsh/Scottish/NI/Br    (2.0) White - Irish   (3.0) White - Gypsy or Irish Traveller        (4.0) Any other White background (SPECIFY)    (5.0) Mixed/multi ethnic - WhiteBlack Caribb  (6.0) Mixed/multi ethnic - WhiteBlack Afric   (7.0) Mixed/multi ethnic - White and Asian    (8.0) Any other mixed/multi ethnic (SPECIFY)  (9.0) Asian/Asian British - Indian    (10.0) Asian/Asian British - Pakistani (11.0) Asian/Asian British - Bangladeshi       (12.0) Asian/Asian British - Chinese   (13.0) Any other Asian background (SPECIFY)    (14.0) Black/Afric/Caribb/BlackBritish-Afric   (15.0) Black/Afric/Caribb/BlackBritsh-Caribb   (16.0) Any other Blck/Afric/Caribb (SPECIFY)   (17.0) Other ethnic group - Arab       (18.0) Any other ethnic group (SPECIFY)        (19.0) Dont know       (20.0) Refused (21.0) Vague irrelevant answer (100.0) Recoded due to low counts - check SA ,FCETHE00_R20,,,
14935,182,,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Ethnic group,,,,,Cohort Member,Cohort Member,Yes,Ethnic group (A) [Wales] [counts less than 5 recoded],(-1.0) Not applicable  (1.0) White - English/Welsh/Scottish/NI/Br    (2.0) White - Irish   (3.0) White - Gypsy or Irish Traveller        (4.0) Any other White background (SPECIFY)    (5.0) Mixed/multi ethnic - WhiteBlack Caribb  (6.0) Mixed/multi ethnic - WhiteBlack Afric   (7.0) Mixed/multi ethnic groups - WhiteAsian  (8.0) Any other mixed/multi ethnic (SPECIFY)  (9.0) Asian/Asian British - Indian    (10.0) Asian/Asian British - Pakistani (11.0) Asian/Asian British - Bangladeshi       (12.0) Asian/Asian British - Chinese   (13.0) Any other Asian background (SPECIFY)    (14.0) Black/Afric/Caribb/BlackBritish-Afric   (15.0) Black/Afric/Caribb/BlckBritish-Caribb   (16.0) Any other Blck/Afric/Caribb (SPECIFY)   (17.0) Other ethnic group - Arab       (18.0) Any other ethnic group (SPECIFY)        (19.0) Dont know       (20.0) Refused (21.0) Vague irrelevant answer (100.0) Recoded due to low counts - check SA ,FCETHW00_R5,,,
14936,183,,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Ethnic group,,,,,Cohort Member,Cohort Member,Yes,Ethnic group (A) [Scotland]  [counts less than 5 recoded],"(-1.0) Not applicable  (1.0) White - Scottish        (2.0) White - Other British   (3.0) White - Irish   (4.0) White - Gypsy or Traveller      (5.0) White - Polish  (6.0) Any other white ethnic group (SPECIFY)  (7.0) Any mixed multi ethnic group (SPECIFY)  (8.0) Asian(Scott/Brtsh)-Pakistani(Scott/Br)  (9.0) Asian(Scott/British)-Indian(Scott/Br)   (10.0) Asian(Scott/Britsh)-Banglad(Scott/Br)   (11.0) Asian(Scott/Britsh)-Chinese(Scott/Br)   (12.0) Any other Asian background (SPECIFY)    (13.0) African-Afric/Afric(Scottish/British)   (14.0) Any other African (PLEASE SPECIFY)      (15.0) Caribbean/Black-Crbb/Crbb(Scott/Br)     (16.0) Caribbean/Black-Blck/Blck(Scott/Br)     (17.0) Any other Caribbean/Black (SPECIFY)     (18.0) Arab, Arab Scottish or Arab British     (19.0) Any other ethnic group (SPECIFY)        (20.0) Dont know       (21.0) Refused (22.0) Vague irrelevant answer (100.0) Recoded due to low counts - check SA ",FCETHS00_R5,,,
14937,184,,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Ethnic group,,,,,Cohort Member,Cohort Member,Yes,Ethnic group (A) [Northern Ireland]  [counts less than 5 recoded],(-1.0) Not applicable  (1.0) White   (2.0) Irish Traveller (3.0) Mixed/Multi ethnic-White&Black Caribb   (4.0) Mixed/Multi ethnic-White&Black African  (5.0) Mixed/Multi ethnic-White and Asian      (6.0) Any other Mixed/Multi ethnic (SPECIFY)  (7.0) Asian/Asian British - Indian    (8.0) Asian/Asian British - Pakistani (9.0) Asian/Asian British - Bangladeshi       (10.0) Asian/Asian British - Chinese   (11.0) Any other Asian background (SPECIFY)    (12.0) Black/Black British background-Afric    (13.0) Black/Black British background-Caribb   (14.0) Any other Blck/Afric/Caribb (SPECIFY)   (15.0) Arab    (16.0) Any other ethnic group (SPECIFY)        (17.0) Dont know       (18.0) Refused (19.0) Vague irrelevant answer (100.0) Recoded due to low counts - check SA ,FCETHN00_R5,,,
14938,185,611.234,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [English]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0A,,,
14939,186,611.235,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Welsh] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0B,,,
14940,187,611.236,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Gaelic],(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0C,,,
14941,188,611.237,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Urdu]  ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0D,,,
14942,189,611.238,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Punjabi]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0E,,,
14943,190,611.239,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Gujarati]  ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0F,,,
14944,191,611.24,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Hindi] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0G,,,
14945,192,611.241,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Bengali]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0H,,,
14946,193,611.242,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Sylheti]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0I,,,
14947,194,611.244,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Somali],(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0K,,,
14948,195,611.245,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Tamil] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0L,,,
14949,196,611.246,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Turkish]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0M,,,
14950,197,611.248,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Arabic],(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0O,,,
14951,198,611.249,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Other] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0P,,,
14952,199,611.25,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Don t know],(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0Q,,,
14953,200,611.251,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Refused]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0R,,,
14954,201,611.252,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [No answer] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0S,,,
14955,202,611.253,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Vague irrelevant answer]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0T,,,
14956,203,611.254,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Other European language]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0U,,,
14957,204,611.255,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Other African language],(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0V,,,
14958,205,611.256,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANF,Cohort Member,Cohort Member,Yes,Languages used speaking with friends MC (A) [Other Asian language]  ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCLANF0W,,,
14959,206,611.257,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,LANW,Cohort Member,Cohort Member,Yes,How often CM speaks welsh to friends,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Some of the time        (3.0) Rarely  ,FCLANW00,,,
14960,207,611.258,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Language(s) spoken,,,,WESM,Cohort Member,Cohort Member,Yes,"Language CM uses with friends online (Facebook, Twitter etc)",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Welsh only      (2.0) English only    (3.0) A mixture of Welsh and English  ,FCWESM00,,,
14961,208,611.259,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Physical characteristics,,,,HAND,Cohort Member,Cohort Member,Yes,Left/Right handed?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Right hand      (2.0) Left hand       (3.0) Either hand     ,FCHAND00,,,
14962,209,611.263,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,FamFrdsRelps_intro,Cohort Member,Cohort Member,Yes,FamFrdsRelps entry flag ,(-1.0) Not applicable  (0.0) Not answered    (1.0) Answered        ,FCINTROF,,,
14963,210,611.267,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,RLQM,Cohort Member,Cohort Member,Yes,How close is CM with mother ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Not very close  (2.0) Fairly close    (3.0) Very close      (4.0) Extremely close (5.0) I don't have a mother/I am not in conta ,FCRLQM00,,,
14964,211,611.268,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,RLQF,Cohort Member,Cohort Member,Yes,How close is CM with father ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Not very close  (2.0) Fairly close    (3.0) Very close      (4.0) Extremely close (5.0) I don't have a father/I am not in conta ,FCRLQF00,,,
14965,212,611.269,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,QUAM,Cohort Member,Cohort Member,Yes,How often does CM argue with mother ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) More than once a week   (3.0) Less than once a week   (4.0) Hardly ever     (5.0) Never   ,FCQUAM00,,,
14966,213,611.27,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,QUAF,Cohort Member,Cohort Member,Yes,How often does CM argue with father ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) More than once a week   (3.0) Less than once a week   (4.0) Hardly ever     (5.0) Never   ,FCQUAF00,,,
14967,214,611.271,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,OUTW,Cohort Member,Cohort Member,Yes,"When CM goes out, how often do parents know where?  ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Always  (2.0) Usually (3.0) Sometimes       (4.0) Never   ,FCOUTW00,,,
14968,215,611.272,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,OTWI,Cohort Member,Cohort Member,Yes,"When CM goes out, how often do parents know who with?   ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Always  (2.0) Usually (3.0) Sometimes       (4.0) Never   ,FCOTWI00,,,
14969,216,611.273,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,OTWD,Cohort Member,Cohort Member,Yes,"When CM goes out, how often do parents know what CM does?   ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Always  (2.0) Usually (3.0) Sometimes       (4.0) Never   ,FCOTWD00,,,
14970,217,611.275,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,DIST,Cohort Member,Cohort Member,Yes,DisciplineGrid: Tell you off or shout at you?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCDIST00,,,
14971,218,611.276,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,DISG,Cohort Member,Cohort Member,Yes,"DisciplineGrid: Ground you, stop you going out or from seeing your friends? ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCDISG00,,,
14972,219,611.277,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,DISP,Cohort Member,Cohort Member,Yes,DisciplineGrid: Punish you in some other way?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCDISP00,,,
14973,220,611.278,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Household composition,,,,MAAB,Cohort Member,Cohort Member,Yes,Does your natural mother live with you? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCMAAB00,,,
14974,221,611.279,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,COMO,Cohort Member,Cohort Member,Yes,Do you have any contact now with your natural mother?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCCOMO00,,,
14975,222,611.28,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,SEMA,Cohort Member,Cohort Member,Yes,How often do you see your natural mother?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Every day       (2.0) 5-6 times a week        (3.0) 3-4 times a week        (4.0) Once or twice a week    (5.0) Less often but at least once a month    (6.0) Less often than once a month    (7.0) In holiday times only   (8.0) Never   ,FCSEMA00,,,
14976,223,611.281,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,STMA,Cohort Member,Cohort Member,Yes,How often do you stay overnight with your natural mother?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) At least once or twice a week   (2.0) Less often but at least once a month    (3.0) Less often than once a month    (4.0) In holiday times only   (5.0) Never   ,FCSTMA00,,,
14977,224,611.282,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,PHMA,Cohort Member,Cohort Member,Yes,How often do you communicate with your natural mother (by digital media)?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Every day       (2.0) 5-6 times a week        (3.0) 3-4 times a week        (4.0) Once or twice a week    (5.0) Less often but at least once a month    (6.0) Less often than once a month    (7.0) Never   ,FCPHMA00,,,
14978,225,611.283,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Household composition,,,,PAAB,Cohort Member,Cohort Member,Yes,Does your natural father live with you? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCPAAB00,,,
14979,226,611.284,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,COFA,Cohort Member,Cohort Member,Yes,Do you have any contact now with your natural father?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCCOFA00,,,
14980,227,611.285,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,SEFA,Cohort Member,Cohort Member,Yes,How often do you see your natural father?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Every day       (2.0) 5-6 times a week        (3.0) 3-4 times a week        (4.0) Once or twice a week    (5.0) Less often but at least once a month    (6.0) Less often than once a month    (7.0) In holiday times only   (8.0) Never   ,FCSEFA00,,,
14981,228,611.286,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,STPA,Cohort Member,Cohort Member,Yes,How often do you stay overnight with your natural father?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) At least once or twice a week   (2.0) Less often but at least once a month    (3.0) Less often than once a month    (4.0) In holiday times only   (5.0) Never   ,FCSTPA00,,,
14982,229,611.287,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,PHPA,Cohort Member,Cohort Member,Yes,How often do you communicate with your natural father (by digital media)?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Every day       (2.0) 5-6 times a week        (3.0) 3-4 times a week        (4.0) Once or twice a week    (5.0) Less often but at least once a month    (6.0) Less often than once a month    (7.0) Never   ,FCPHPA00,,,
14983,230,611.288,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,GRSE,Cohort Member,Cohort Member,Yes,How often do you see any of your grandparents?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Every day or almost every day   (2.0) Several times a week    (3.0) Once or twice a week    (4.0) Once or twice a month   (5.0) Less often than once a month    (6.0) Not at all      (7.0) No grandparents alive/ None living else ,FCGRSE00,,,
14984,231,611.295,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Family and social networks,,,,NUFR,Cohort Member,Cohort Member,Yes,Do you have any close friends? (friends = other young people)   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCNUFR00,,,
14985,232,611.296,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,FRSM,Cohort Member,Cohort Member,Yes,How many of your close friends live in the same area as you?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of them     (2.0) Most of them    (3.0) Some of them    (4.0) None of them    ,FCFRSM00,,,
14986,233,611.297,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,FRSS,Cohort Member,Cohort Member,Yes,How many of your close friends go to the same school as you?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of them     (2.0) Most of them    (3.0) Some of them    (4.0) None of them    ,FCFRSS00,,,
